Year,Region,Latitude,Longitude,Disaster Type,Severity Score,Claim Frequency,Claim Amount (USD),Risk Score,Risk Category
2011,Australia,-23.3199,132.0549,Tornado,8.5,73,3145537.93,35.0,Low
2021,Brazil,-15.4531,-52.1748,Earthquake,9.2,789,96123430.16,54.3,Medium
2022,Philippines,13.4099,121.2427,Flood,5.7,1936,93131065.59,51.5,Medium
2014,Japan,34.338,139.5025,Hurricane/Typhoon,7.7,2943,143833406.42,74.6,High
2023,China,37.6371,102.7795,Flood,6.6,861,13393012.08,36.3,Low
2020,UK,55.9476,-1.7625,Earthquake,8.1,132,18773626.77,35.6,Low
2019,Japan,35.8918,139.569,Earthquake,7.1,595,94615904.68,43.8,Medium
2022,India,19.8219,78.6064,Tornado,7.3,55,1460604.44,29.9,Low
2011,Brazil,-13.0399,-50.6631,Earthquake,6.7,457,74893653.35,38.9,Low
2022,USA,35.7636,-95.7431,Flood,7.5,1911,73809106.22,56.5,Medium
2019,China,36.7922,102.8725,Earthquake,8.5,252,34870890.89,40.0,Medium
2022,Germany,49.601,10.7184,Flood,4.9,948,48739560.2,34.0,Low
2010,Japan,38.1318,139.7365,Hurricane/Typhoon,8.7,747,68799984.48,49.1,Medium
2015,Japan,35.3725,137.7609,Earthquake,7.2,649,70204676.44,42.3,Medium
2018,Germany,52.2021,8.488,Earthquake,9.3,731,109572114.75,55.5,Medium
2016,Canada,54.5174,-106.2507,Flood,6.7,1288,73346160.96,47.0,Medium
2020,Germany,50.5081,10.1678,Earthquake,9.1,372,66224058.65,46.7,Medium
2015,Canada,56.7903,-106.8263,Flood,5.6,1552,79589911.13,45.9,Medium
2011,USA,38.5722,-96.1028,Tornado,8.2,23,1290634.66,33.2,Low
2018,Mexico,22.7479,-101.7529,Tornado,5.7,326,19941776.56,28.1,Low
2020,Mexico,23.6897,-101.9091,Flood,6.9,1519,23921764.44,45.2,Medium
2015,India,18.773,80.1902,Earthquake,7.6,671,92694850.33,46.4,Medium
2010,Philippines,14.0458,121.1633,Drought,6.8,1075,31967736.47,41.1,Medium
2023,Mexico,25.2508,-101.6129,Earthquake,6.7,196,36139077.17,32.4,Low
2016,Italy,43.0094,13.4267,Flood,6.2,556,15879734.59,31.9,Low
2023,China,36.055,105.6891,Flood,6.0,673,24697474.39,33.2,Low
2017,Brazil,-15.2566,-53.2383,Drought,5.8,316,5908526.33,27.0,Low
2011,Philippines,11.5109,123.4859,Drought,6.1,551,13435308.31,31.3,Low
2016,China,37.666,104.8724,Wildfire,9.2,553,31151000.31,45.4,Medium
2015,Philippines,14.3578,123.4971,Wildfire,7.7,401,30632679.75,37.9,Low
2020,Philippines,13.814,121.2966,Hurricane/Typhoon,7.2,2089,184890807.39,68.2,Medium
2023,Japan,34.6628,136.6007,Flood,7.3,970,47052564.89,43.6,Medium
2017,USA,36.5609,-94.2967,Drought,5.3,103,1670245.76,22.4,Low
2021,China,34.6194,103.7426,Hurricane/Typhoon,8.1,817,58158212.76,46.4,Medium
2012,China,34.7486,103.7712,Hurricane/Typhoon,6.8,892,79360238.84,44.1,Medium
2016,Australia,-26.3944,134.4899,Flood,5.3,340,14262868.72,26.0,Low
2012,Australia,-23.3087,132.2639,Drought,5.8,1079,24408643.22,36.4,Low
2021,Japan,35.366,140.116,Flood,7.6,825,43110219.28,43.0,Medium
2018,Japan,37.1306,139.4917,Wildfire,5.2,233,25624062.17,25.7,Low
2020,Philippines,12.0664,123.03,Drought,3.6,144,3018075.58,16.1,Low
2014,Australia,-24.5584,135.7313,Wildfire,6.8,590,59514965.0,39.1,Low
2019,Australia,-23.5777,134.5744,Hurricane/Typhoon,5.4,1624,138260845.81,51.7,Medium
2022,China,37.0803,105.5892,Wildfire,7.1,217,19617021.04,32.5,Low
2018,India,20.5198,80.5489,Flood,7.6,1001,48137439.7,45.2,Medium
2022,USA,37.9938,-95.4073,Wildfire,9.4,201,15348140.0,41.1,Medium
2017,Canada,56.8478,-107.6671,Flood,5.6,2140,49398646.28,48.7,Medium
2017,USA,39.0111,-95.1096,Hurricane/Typhoon,8.9,2868,239056475.85,88.2,High
2016,Japan,34.6752,137.8366,Earthquake,8.1,226,35783853.74,38.2,Low
2023,India,21.3572,80.1413,Wildfire,8.5,441,30545919.16,41.5,Medium
2021,China,35.3293,102.67,Flood,6.2,2287,57454189.65,53.4,Medium
2019,China,37.8094,104.108,Wildfire,5.4,235,18066140.0,25.8,Low
2014,Canada,56.9409,-107.1465,Flood,5.5,2401,55991423.69,51.6,Medium
2015,Mexico,21.709,-102.3258,Hurricane/Typhoon,8.2,2301,100866405.36,65.9,Medium
2023,Mexico,23.7859,-101.2747,Wildfire,8.4,262,30810590.34,39.3,Low
2013,Italy,40.5927,12.9564,Flood,6.5,1487,30538576.46,43.9,Medium
2023,USA,35.9149,-97.0652,Hurricane/Typhoon,8.4,443,19968942.52,40.0,Medium
2011,USA,36.2843,-93.8449,Flood,8.4,200,5235033.76,36.1,Low
2014,USA,38.8732,-94.0915,Earthquake,7.9,193,28804975.23,36.4,Low
2017,Philippines,12.9607,123.7141,Earthquake,7.9,264,42913632.19,38.5,Low
2013,China,34.0389,102.3369,Flood,7.9,1081,62788838.33,48.7,Medium
2022,China,34.7242,103.6263,Flood,6.8,504,20030566.49,34.2,Low
2017,Japan,36.7991,136.9033,Hurricane/Typhoon,8.8,2042,196873221.69,75.3,High
2019,USA,35.9051,-95.1917,Earthquake,8.2,711,73314971.51,47.2,Medium
2019,India,21.2193,80.242,Hurricane/Typhoon,6.7,928,54734943.7,41.6,Medium
2020,UK,54.8858,-1.5739,Flood,5.2,2376,47400144.96,49.3,Medium
2016,Brazil,-15.9662,-51.3593,Earthquake,7.2,329,32097093.91,35.3,Low
2015,UK,54.4646,-5.0382,Drought,3.9,315,8081221.8,19.6,Low
2010,USA,37.1959,-94.208,Hurricane/Typhoon,8.2,691,49570686.53,44.7,Medium
2017,Philippines,14.3316,121.9762,Hurricane/Typhoon,8.6,999,59020703.6,50.3,Medium
2023,Philippines,11.5927,122.9943,Wildfire,8.5,462,38521712.84,42.5,Medium
2015,USA,35.128,-95.6557,Flood,4.6,1751,70985951.27,43.0,Medium
2012,Japan,37.8738,138.8068,Earthquake,8.7,744,113865003.0,53.6,Medium
2017,Philippines,11.6024,123.715,Wildfire,7.3,332,38738803.33,36.4,Low
2013,Brazil,-13.3561,-50.2248,Flood,6.9,556,32045315.31,36.4,Low
2015,India,19.8409,77.3206,Flood,7.3,583,13076742.85,36.3,Low
2022,USA,38.0636,-95.4934,Hurricane/Typhoon,8.5,2036,164146358.99,70.8,High
2014,Canada,54.6757,-106.3488,Wildfire,8.0,595,58816783.34,43.8,Medium
2015,India,21.0551,80.6035,Wildfire,8.2,597,61178623.74,44.9,Medium
2014,Japan,37.1559,140.0535,Tornado,8.0,280,17092512.11,36.5,Low
2019,USA,36.8846,-97.0359,Drought,6.1,560,7557918.98,30.8,Low
2021,India,19.1233,78.3732,Flood,6.2,898,28554394.27,36.6,Low
2014,USA,38.7462,-96.7109,Hurricane/Typhoon,8.1,782,44889837.57,44.7,Medium
2018,Germany,50.219,8.4589,Hurricane/Typhoon,6.6,1548,148215644.54,56.7,Medium
2010,Canada,56.1921,-104.7663,Drought,6.6,1099,12253778.11,38.6,Low
2018,USA,36.9314,-96.5166,Flood,5.6,962,31835527.56,35.2,Low
2013,USA,36.8132,-96.9198,Hurricane/Typhoon,8.6,1982,94007367.76,63.6,Medium
2011,Germany,49.7825,11.0765,Flood,5.8,1425,44748286.62,41.9,Medium
2013,Italy,42.0157,11.6379,Drought,5.6,999,13223449.33,33.7,Low
2021,India,20.3258,78.3969,Tornado,4.9,107,3969056.49,21.1,Low
2016,USA,36.7742,-96.3851,Flood,7.0,2163,125857287.89,62.2,Medium
2017,Canada,54.6052,-106.3837,Hurricane/Typhoon,7.7,821,48843968.03,43.9,Medium
2018,UK,56.8971,-3.4226,Drought,6.4,896,11315004.65,35.7,Low
2022,Canada,57.3009,-107.8355,Earthquake,6.0,750,81285444.16,39.6,Low
2013,China,35.2286,106.0958,Wildfire,7.0,346,24135450.02,33.9,Low
2021,USA,36.8058,-95.2395,Wildfire,5.8,337,34937104.2,30.1,Low
2017,Mexico,25.607,-103.5606,Tornado,4.9,371,24843278.66,25.8,Low
2020,USA,38.0118,-95.2656,Flood,7.8,809,20485731.52,41.3,Medium
2021,USA,35.2435,-93.7484,Drought,4.7,1362,19058288.76,34.3,Low
2017,Mexico,23.1514,-102.4501,Wildfire,9.4,277,20368488.54,42.4,Medium
2017,Germany,51.1995,11.0255,Earthquake,6.9,337,65094869.34,37.5,Low
2022,Philippines,11.8579,123.3504,Flood,4.0,1517,37225647.52,34.9,Low
2010,Germany,52.7939,8.853,Flood,8.3,1689,50742114.6,55.2,Medium
2011,USA,37.7658,-94.9782,Wildfire,5.6,419,42692097.37,30.9,Low
2014,India,21.7052,79.0754,Earthquake,8.3,265,39781605.48,39.8,Low
2013,USA,35.5155,-95.1918,Hurricane/Typhoon,5.2,2980,265352756.33,77.1,High
2016,Japan,35.9831,136.6445,Drought,5.5,717,17571528.45,30.9,Low
2021,Canada,54.938,-105.4569,Flood,4.9,2454,115392333.57,55.7,Medium
2013,Italy,42.9074,13.9444,Hurricane/Typhoon,6.4,1799,120369170.84,55.6,Medium
2014,Philippines,14.5134,120.0408,Hurricane/Typhoon,8.7,2363,206651699.82,79.1,High
2020,Japan,35.2966,140.1199,Earthquake,9.3,112,19636606.71,40.3,Medium
2019,Philippines,13.8329,121.36,Wildfire,8.9,126,7759870.7,37.6,Low
2015,Philippines,12.4066,122.8875,Hurricane/Typhoon,6.1,1053,42347482.52,39.2,Low
2017,Brazil,-13.8615,-53.8846,Drought,5.1,1131,27319395.96,34.4,Low
2018,Brazil,-15.0164,-53.0387,Wildfire,7.5,225,14776888.84,33.7,Low
2018,Brazil,-15.0626,-51.3615,Drought,4.1,372,5732035.32,20.7,Low
2015,UK,55.9397,-4.434,Tornado,6.4,10,589187.3,25.8,Low
2016,China,37.7489,103.4882,Drought,6.5,640,15642618.76,34.0,Low
2021,India,21.0359,78.2585,Flood,7.7,1656,41180715.25,51.5,Medium
2018,Canada,54.8369,-104.4536,Hurricane/Typhoon,8.9,2689,124733470.47,75.0,High
2015,Philippines,12.3979,122.3853,Tornado,6.9,292,9451905.84,31.5,Low
2015,India,19.8871,77.7757,Hurricane/Typhoon,8.4,1919,94680559.68,62.3,Medium
2021,Japan,37.1051,137.7246,Drought,3.4,471,9037454.86,19.2,Low
2017,Mexico,22.3344,-102.2714,Drought,3.7,677,7054980.49,22.3,Low
2014,Japan,34.9109,137.8268,Hurricane/Typhoon,5.3,595,39022302.59,31.1,Low
2014,India,21.1705,78.57,Wildfire,5.6,62,5718293.86,23.6,Low
2014,India,18.6729,80.2662,Wildfire,7.9,94,5569738.12,33.1,Low
2013,UK,54.4406,-1.6756,Hurricane/Typhoon,8.2,338,32940486.78,39.5,Low
2011,USA,38.0345,-96.3564,Wildfire,5.9,541,55818769.24,34.6,Low
2021,Italy,43.1319,11.7895,Hurricane/Typhoon,6.0,2526,205925763.96,69.9,Medium
2013,China,34.3523,105.4897,Flood,5.3,2295,125973833.08,56.7,Medium
2015,India,18.5948,77.8573,Flood,5.7,1647,73277347.14,46.6,Medium
2011,Japan,37.716,137.789,Tornado,7.7,67,3317118.71,31.8,Low
2021,Canada,55.0281,-104.5141,Earthquake,6.3,391,36833027.53,32.8,Low
2018,Canada,57.8095,-104.7577,Hurricane/Typhoon,5.7,2472,148544071.68,62.4,Medium
2022,Japan,35.901,139.8225,Wildfire,7.8,343,25514740.26,37.2,Low
2021,USA,38.7549,-95.0631,Drought,6.2,256,6598943.37,28.0,Low
2012,Mexico,25.5422,-101.4389,Flood,4.7,2029,96297264.95,48.7,Medium
2013,UK,55.2837,-5.1607,Hurricane/Typhoon,8.8,1440,70099299.63,56.6,Medium
2013,Australia,-26.7599,134.8401,Earthquake,7.7,542,88460091.08,45.1,Medium
2021,India,21.764,78.2939,Tornado,6.9,135,5803800.21,29.5,Low
2017,Brazil,-14.075,-51.9496,Hurricane/Typhoon,5.9,642,48058730.86,34.8,Low
2014,India,20.9015,79.734,Wildfire,8.2,290,21842701.45,37.9,Low
2021,Japan,37.6024,137.6996,Hurricane/Typhoon,5.5,751,32724557.19,32.8,Low
2019,Australia,-23.875,135.2371,Tornado,5.3,83,5819556.63,22.6,Low
2022,Brazil,-12.5046,-52.2357,Flood,5.0,764,15490567.12,29.2,Low
2018,Philippines,11.4423,122.7023,Wildfire,6.9,105,10405302.96,29.7,Low
2019,China,34.1551,105.5397,Tornado,4.1,197,5609899.96,18.9,Low
2014,Japan,34.2499,139.5743,Hurricane/Typhoon,8.1,2224,188180371.31,73.5,High
2011,Philippines,13.6643,120.968,Hurricane/Typhoon,6.3,2941,240323289.92,78.6,High
2023,Australia,-26.6465,135.2946,Flood,7.4,2261,50229687.43,57.2,Medium
2013,India,20.2845,80.753,Hurricane/Typhoon,7.8,1356,129022062.72,57.7,Medium
2014,Germany,51.9974,10.1447,Flood,8.4,2336,74729136.64,64.4,Medium
2013,Canada,57.1025,-106.7384,Flood,5.8,2490,105149595.51,58.6,Medium
2015,USA,37.8597,-95.8003,Wildfire,6.8,439,27015052.57,34.3,Low
2012,Mexico,24.2166,-103.7711,Flood,4.4,1574,25596700.74,35.9,Low
2014,Australia,-25.1037,132.0313,Hurricane/Typhoon,8.0,1566,80280408.34,55.7,Medium
2010,Japan,37.9168,137.2113,Flood,6.6,383,15461047.22,31.8,Low
2021,UK,53.5527,-4.1717,Drought,3.0,830,20777878.54,22.4,Low
2018,Canada,56.1309,-107.0821,Earthquake,7.2,182,29906024.74,33.6,Low
2012,USA,36.7191,-94.7442,Flood,7.6,815,13093658.77,39.9,Low
2014,UK,55.2778,-1.9548,Flood,4.7,2096,38867969.71,43.6,Medium
2010,China,37.6713,103.1163,Flood,7.1,776,38487393.97,40.0,Medium
2010,Japan,38.0547,138.3152,Wildfire,7.9,399,32448122.2,38.8,Low
2018,USA,36.2534,-95.2161,Drought,3.2,1498,26593522.78,30.4,Low
2014,Japan,36.6415,136.55,Flood,6.8,2237,43360379.33,53.9,Medium
2021,USA,38.1553,-96.4718,Tornado,7.6,54,2696475.72,31.2,Low
2012,India,19.2689,78.1424,Flood,6.6,1647,31318225.24,46.0,Medium
2020,Japan,37.2878,137.2818,Hurricane/Typhoon,6.0,2110,166726977.71,61.8,Medium
2023,USA,35.5859,-95.4351,Flood,7.9,1842,61534764.47,56.2,Medium
2022,China,36.5823,103.9533,Hurricane/Typhoon,7.5,1584,98874841.41,55.7,Medium
2017,Philippines,12.8938,120.8213,Tornado,7.1,327,25717208.73,34.2,Low
2011,USA,38.2524,-94.911,Hurricane/Typhoon,5.6,731,41988373.92,33.9,Low
2023,Japan,35.7971,136.5419,Earthquake,7.6,145,17671520.54,33.6,Low
2010,India,20.7305,80.2332,Flood,4.8,643,36191715.28,29.2,Low
2019,Canada,57.2029,-107.5421,Earthquake,7.1,668,92421408.5,44.3,Medium
2014,Philippines,12.7749,120.8835,Flood,4.7,2124,45768209.01,44.6,Medium
2017,Japan,36.4728,140.2012,Wildfire,5.3,420,44213038.4,29.8,Low
2017,Canada,54.9837,-107.494,Flood,7.4,1932,52440594.7,54.2,Medium
2017,China,34.1944,102.467,Hurricane/Typhoon,6.2,2149,198304020.38,66.1,Medium
2015,Brazil,-13.5514,-52.8822,Tornado,4.4,229,9279343.09,20.8,Low
2012,Philippines,11.5281,121.1671,Hurricane/Typhoon,6.9,958,93822103.66,46.6,Medium
2010,India,22.2404,79.2413,Tornado,6.5,315,10052783.58,30.2,Low
2014,Philippines,13.184,120.3485,Wildfire,8.7,374,19071409.86,40.4,Medium
2023,Italy,43.6053,12.5578,Earthquake,8.8,740,95287133.47,52.1,Medium
2017,Brazil,-16.2153,-52.1178,Tornado,4.6,240,14000396.09,22.2,Low
2011,Brazil,-16.0841,-50.9372,Flood,7.1,880,36997357.04,40.9,Medium
2023,Japan,35.0391,137.0146,Wildfire,9.3,429,45887793.86,46.1,Medium
2011,USA,38.6766,-95.7017,Tornado,7.1,342,27340468.44,34.6,Low
2016,India,19.9969,80.2727,Hurricane/Typhoon,8.9,1675,78394689.94,60.2,Medium
2017,Japan,35.9135,136.9576,Hurricane/Typhoon,7.2,1862,106323320.89,58.1,Medium
2011,China,36.5811,104.7264,Wildfire,9.2,151,18070989.25,40.1,Medium
2019,Mexico,22.0452,-101.9515,Hurricane/Typhoon,6.6,2333,198297116.22,69.6,Medium
2020,China,36.0389,104.7241,Hurricane/Typhoon,8.2,1487,135469142.96,61.2,Medium
2020,Japan,37.3075,138.4564,Flood,7.9,709,21821329.56,40.9,Medium
2010,UK,55.2258,-1.798,Hurricane/Typhoon,8.1,1921,77716567.86,59.4,Medium
2012,India,19.4857,78.0944,Tornado,5.2,222,13408366.82,24.4,Low
2012,USA,38.7262,-97.5793,Flood,7.6,2325,120671098.08,65.7,Medium
2022,China,35.2004,106.0266,Drought,4.0,901,12481740.47,26.3,Low
2019,China,37.1742,105.3953,Hurricane/Typhoon,5.5,2906,184312183.52,69.5,Medium
2014,Philippines,12.4825,121.0425,Flood,5.0,717,27024853.61,29.9,Low
2011,China,36.9971,105.5621,Hurricane/Typhoon,6.0,2564,127028739.49,62.3,Medium
2013,Australia,-26.897,131.8726,Flood,7.5,826,13424007.48,39.6,Low
2011,Philippines,14.5524,120.0851,Earthquake,8.6,183,36235775.64,39.9,Low
2018,China,36.9704,102.9362,Wildfire,6.0,248,21694842.94,28.6,Low
2022,Japan,37.3201,139.3942,Wildfire,8.0,331,18472261.27,37.2,Low
2016,USA,35.1826,-93.7708,Tornado,4.5,315,8618733.71,22.0,Low
2019,USA,36.138,-96.9875,Flood,7.8,1051,34247895.87,45.1,Medium
2019,Germany,49.2478,8.7443,Drought,3.3,959,16787378.81,24.5,Low
2022,Australia,-23.6368,135.0042,Flood,4.0,931,41601723.55,29.5,Low
2019,China,37.2792,102.6588,Earthquake,7.2,678,103055419.73,45.9,Medium
2013,USA,37.177,-96.692,Flood,6.7,2395,38407939.32,54.6,Medium
2022,Germany,49.7694,11.9175,Flood,5.0,1541,32723791.34,38.7,Low
2018,USA,37.8564,-97.2037,Earthquake,6.7,144,17543002.4,30.0,Low
2016,Brazil,-15.0527,-50.9392,Hurricane/Typhoon,7.1,1938,184770636.88,66.3,Medium
2017,Japan,34.9915,139.6341,Wildfire,9.3,155,14082583.57,40.2,Medium
2017,UK,54.6163,-2.2536,Drought,5.0,1013,18714918.14,32.0,Low
2014,Philippines,14.1336,122.2616,Hurricane/Typhoon,6.7,2623,160461842.31,69.1,Medium
2023,Italy,43.1474,12.3576,Tornado,8.3,139,7674489.49,35.4,Low
2019,Australia,-23.9633,134.3504,Drought,4.4,161,1979172.85,19.4,Low
2016,Mexico,23.3475,-103.8063,Flood,5.0,1722,54653512.4,42.7,Medium
2014,UK,53.8592,-4.1556,Flood,5.5,2106,85369061.07,51.6,Medium
2019,Australia,-26.3394,132.0349,Earthquake,6.7,272,25119315.12,32.0,Low
2019,Australia,-24.8384,135.3034,Tornado,4.3,340,15403702.87,22.1,Low
2010,Philippines,12.1411,121.0505,Flood,7.6,2242,38350829.14,56.7,Medium
2019,Australia,-26.793,133.5811,Hurricane/Typhoon,7.4,1268,94573563.26,51.7,Medium
2021,Australia,-24.6953,135.1944,Drought,6.6,682,8607631.82,34.1,Low
2011,Canada,54.278,-106.2061,Hurricane/Typhoon,6.3,366,16165212.36,30.5,Low
2022,USA,38.3001,-94.817,Earthquake,8.6,459,41113577.87,43.1,Medium
2013,UK,55.3453,-5.2417,Earthquake,9.4,555,100921576.03,53.2,Medium
2020,Canada,54.6157,-106.8444,Hurricane/Typhoon,5.1,495,44316058.94,29.8,Low
2013,USA,39.0642,-94.2644,Wildfire,6.0,140,8873364.99,26.3,Low
2014,Italy,41.3455,14.1715,Drought,6.7,207,3145107.04,29.2,Low
2020,UK,53.8132,-1.6414,Flood,5.5,1754,47614158.45,44.3,Medium
2011,Japan,34.7511,138.0928,Flood,7.9,1892,82605976.5,58.8,Medium
2012,China,35.9471,103.1521,Hurricane/Typhoon,7.0,1449,85946973.91,51.1,Medium
2013,Philippines,11.7733,120.8252,Earthquake,6.3,621,111944597.05,42.6,Medium
2012,Japan,36.7885,139.6735,Wildfire,5.3,556,30145588.86,29.8,Low
2018,USA,35.9545,-94.436,Flood,4.5,1054,54417802.67,34.0,Low
2011,UK,55.4257,-4.1766,Drought,5.8,1442,18861329.0,39.5,Low
2012,Germany,52.8165,9.3251,Earthquake,9.4,685,97006744.3,54.2,Medium
2010,UK,54.1218,-4.3186,Flood,5.4,618,13366127.5,29.1,Low
2016,Italy,42.8501,11.5222,Tornado,4.8,24,1165786.21,19.6,Low
2017,Brazil,-14.8222,-53.4467,Hurricane/Typhoon,6.4,1168,57275452.84,43.0,Medium
2021,Germany,51.1917,8.6626,Earthquake,6.3,714,89894530.27,41.3,Medium
2019,Canada,54.9057,-107.5822,Flood,5.2,2221,85148322.01,51.5,Medium
2017,USA,35.2895,-96.7142,Flood,4.5,346,14146338.94,22.9,Low
2014,Japan,36.3285,137.3518,Tornado,7.1,217,9442643.33,31.5,Low
2010,USA,38.0257,-94.1919,Earthquake,6.7,258,31402721.19,32.5,Low
2013,Australia,-24.8847,134.7055,Flood,6.3,2152,103853548.27,57.1,Medium
2014,Mexico,24.3817,-103.8691,Wildfire,5.7,390,44066429.76,31.1,Low
2021,USA,35.1409,-95.8116,Earthquake,6.6,320,59440289.04,35.5,Low
2014,Japan,37.241,136.2889,Earthquake,7.7,51,7068440.93,32.0,Low
2021,Japan,34.6375,139.5257,Hurricane/Typhoon,9.0,1235,88322446.56,57.2,Medium
2023,Japan,34.7863,136.6256,Earthquake,8.6,513,71245143.49,46.7,Medium
2017,India,20.7729,79.6136,Earthquake,7.6,411,47731930.5,39.3,Low
2011,Australia,-25.1987,134.4257,Tornado,7.8,257,6878775.66,34.5,Low
2020,Philippines,13.7829,119.8529,Drought,6.4,1450,43328524.85,44.4,Medium
2013,India,18.7136,79.2703,Wildfire,6.9,261,26649550.73,32.9,Low
2014,Japan,38.0193,138.8049,Drought,6.5,1490,31138509.33,44.0,Medium
2022,Italy,43.8193,14.0644,Flood,8.1,1628,89474506.58,57.6,Medium
2022,India,20.2592,80.9358,Earthquake,6.1,582,95576200.74,39.8,Low
2020,Mexico,22.1218,-101.3687,Hurricane/Typhoon,8.2,1721,98621065.18,59.9,Medium
2019,Canada,56.1257,-105.5979,Hurricane/Typhoon,5.6,1486,115057574.1,48.8,Medium
2020,China,35.0746,103.343,Wildfire,5.1,91,5934362.17,21.9,Low
2022,Mexico,22.1237,-102.5965,Flood,5.6,202,3483609.6,24.8,Low
2013,USA,38.6049,-94.5689,Hurricane/Typhoon,8.8,2596,127988565.51,74.0,High
2016,USA,36.1727,-93.7263,Flood,6.6,530,14885628.32,33.2,Low
2011,USA,38.8217,-96.7151,Wildfire,6.7,458,53899032.49,36.8,Low
2018,USA,36.135,-96.5019,Earthquake,8.0,745,137908357.03,53.2,Medium
2013,Mexico,22.1867,-101.4794,Earthquake,7.5,254,29496377.86,35.5,Low
2020,USA,37.3567,-95.1967,Hurricane/Typhoon,6.5,2089,95597941.73,56.4,Medium
2012,Brazil,-13.4535,-51.9047,Wildfire,6.6,412,32933978.89,33.8,Low
2014,India,20.231,77.0707,Hurricane/Typhoon,8.8,2024,91698816.21,64.6,Medium
2023,USA,38.7174,-94.5635,Hurricane/Typhoon,6.5,2843,206390920.1,75.1,High
2012,Brazil,-15.0566,-50.8987,Earthquake,7.4,56,7590068.54,30.9,Low
2011,UK,55.442,-2.0732,Flood,5.2,638,19144309.98,29.1,Low
2010,USA,36.2523,-95.7841,Earthquake,6.2,648,104282354.83,41.7,Medium
2012,Philippines,11.0821,120.5903,Flood,7.3,2228,47095739.73,56.2,Medium
2022,Italy,42.4287,11.1791,Hurricane/Typhoon,7.9,326,28797865.48,37.7,Low
2014,China,34.6628,102.4586,Flood,8.0,2329,45086793.45,59.8,Medium
2019,Japan,36.095,139.5809,Hurricane/Typhoon,5.2,798,46280349.54,33.4,Low
2021,Germany,49.8962,9.3897,Tornado,5.2,323,19663990.26,26.0,Low
2023,Mexico,24.0986,-102.8206,Hurricane/Typhoon,5.7,2992,162887213.86,69.0,Medium
2019,Germany,51.9585,9.2514,Hurricane/Typhoon,6.2,709,69159748.77,38.8,Low
2014,Germany,51.8308,10.0148,Wildfire,5.5,476,50905606.92,31.9,Low
2017,USA,36.2237,-97.2295,Earthquake,8.0,84,13222698.6,34.2,Low
2011,Italy,42.3495,10.7305,Drought,6.9,1058,29252095.83,41.1,Medium
2017,India,18.6265,77.5933,Hurricane/Typhoon,8.4,1163,70861642.23,52.3,Medium
2021,Philippines,12.4325,120.0211,Wildfire,6.6,397,32618997.66,33.6,Low
2014,Mexico,22.1902,-101.4102,Wildfire,9.2,119,13581613.0,39.3,Low
2021,China,35.3661,104.077,Wildfire,7.6,569,59334102.28,42.0,Medium
2016,Brazil,-15.7123,-52.6237,Drought,4.4,1364,36279297.39,34.9,Low
2014,USA,35.2081,-94.7785,Flood,7.0,2245,128055980.65,63.3,Medium
2018,Germany,52.1996,12.3753,Tornado,7.3,131,3448694.02,30.9,Low
2018,Italy,42.7827,12.0963,Drought,6.7,226,5025804.38,29.6,Low
2017,USA,38.4772,-97.4185,Wildfire,7.7,80,9171884.73,32.5,Low
2017,Australia,-24.4751,133.2805,Drought,5.3,509,7082408.71,27.0,Low
2011,Germany,51.8754,9.352,Wildfire,7.0,591,63004769.66,40.2,Medium
2019,Japan,36.5284,138.7665,Wildfire,5.9,193,21718361.57,27.7,Low
2010,India,20.2221,79.1463,Flood,4.8,2363,88205818.54,51.7,Medium
2016,Mexico,23.9115,-102.6551,Earthquake,8.2,622,113459388.2,50.4,Medium
2021,Mexico,23.3855,-102.0481,Tornado,6.6,75,5020743.11,27.7,Low
2015,Australia,-26.7983,132.6923,Hurricane/Typhoon,6.3,1217,108653356.33,48.2,Medium
2019,Australia,-23.9574,133.3317,Earthquake,9.1,211,41392667.19,42.6,Medium
2014,USA,37.3914,-94.2972,Drought,5.0,917,20515947.76,31.2,Low
2010,Brazil,-12.6628,-51.5889,Drought,6.9,1437,15231568.57,43.5,Medium
2011,Australia,-26.2265,133.1082,Wildfire,5.6,387,44385880.76,30.7,Low
2013,China,37.3731,103.1325,Flood,8.3,344,10513689.46,37.7,Low
2020,USA,36.755,-94.7528,Drought,6.6,1080,31246574.61,40.3,Medium
2023,Australia,-27.103,131.9124,Hurricane/Typhoon,7.6,2067,141911032.98,65.3,Medium
2023,UK,56.8758,-4.519,Drought,3.1,501,10362542.33,18.4,Low
2019,Mexico,24.3578,-101.5983,Hurricane/Typhoon,5.2,1845,150785266.86,54.3,Medium
2019,India,20.2973,77.5111,Hurricane/Typhoon,8.6,1806,110359866.44,63.5,Medium
2010,Australia,-23.5977,132.7227,Flood,4.0,1891,91971443.78,44.1,Medium
2022,Italy,43.0427,12.8322,Drought,3.1,611,16040239.52,20.1,Low
2020,USA,35.5969,-96.9876,Flood,5.6,1200,71896795.69,41.6,Medium
2023,USA,36.6813,-95.0797,Wildfire,5.3,260,22007712.38,26.0,Low
2014,Philippines,12.2978,123.4304,Flood,7.2,1702,85286161.78,54.3,Medium
2019,Australia,-24.6554,133.8774,Earthquake,8.4,565,52276840.04,44.5,Medium
2010,Australia,-25.6267,135.5723,Hurricane/Typhoon,5.3,861,77908033.66,37.6,Low
2022,Brazil,-15.0102,-51.7081,Flood,7.3,781,12975569.47,38.3,Low
2022,Japan,35.9611,139.3068,Drought,3.1,169,2603609.17,14.4,Low
